original_sentence,perturb_n1,perturb_n2,perturb_n3
Lucius Caecilius Metellus Diadematus was the second son of Roman politician and general Quintus Caecilius Metellus Macedonicus .,Lucius Caecilius Metellus Diadematus was the second son of Roman politician and superior general Quintus Caecilius Metellus Macedonicus .,Lucius Caecilius Metellus Diadematus was the second son of romish pol and general Quintus Caecilius Metellus Macedonicus .,Lucius Caecilius Metellus Diadematus was the second son of roman letters pol and superior general Quintus Caecilius Metellus Macedonicus .
"The mouth may be apical or ventral , with more or less prominent associated polykinetids .","The mouth may be apical or adaxial , with more or less prominent associated polykinetids .","The mouth english hawthorn be apical or ventral , with more or less prominent consociate polykinetids .","The back talk may be apical or adaxial , with more or less prominent tie in polykinetids ."
"President Franklin D. Roosevelt built the modern Oval Office in 1933 , and demolished the old one .","President Franklin D. Roosevelt built the modern Oval Office in 1933 , and demolished the previous one .","President Franklin D. Roosevelt built the modernistic Oval Office in 1933 , and demolish the old one .","President Franklin D. Roosevelt built the modern Oval role in 1933 , and dismantled the old ane ."
"Paul Annacone won in the final 6 -- 2 , 6 -- 4 against Andre Agassi .","Paul Annacone won in the final half a dozen -- 2 , half a dozen -- 4 against Andre Agassi .","Paul Annacone won in the final 6 -- two , 6 -- quatern against Andre Agassi .","Paul Annacone won in the final sestet --  , sestet -- tetrad against Andre Agassi ."
"Earl of Selkirk is a title in the Peerage of Scotland , whose descent is subject to unique ( and unusual ) provisions .","Earl of Selkirk is a title in the Peerage of Scotland , whose descent is subject to unique ( and strange ) provisions .","Earl of Selkirk is a title in the Peerage of scotland , whose descent is subject to unique ( and strange ) provisions .","Earl of Selkirk is a statute title in the Peerage of Scotland , whose stock is subject to unique ( and strange ) provisions ."
the definition can be extended to arbitrary ( standard or non-standard ) points as follows :,the definition can be extended to arbitrary ( measure or non-standard ) points as follows :,the definition can be extended to arbitrary ( stock or non-standard ) points as keep an eye on :,the definition can be extended to arbitrary ( measure or non-standard ) stage as play along :
"In 1810 , Madison was laid and relocated , and the first lots were sold by John Paul in 1811 .","In 1810 , Madison was laid and relocated , and the first scads were sold by John Paul in 1811 .","In 1810 , capital of wisconsin was put down and relocated , and the first lots were sold by John Paul in 1811 .","In 1810 , Madison was laid and resettled , and the first pot were sold by whoremaster Paul in 1811 ."
None of the Polish-Russian treaties concerning Kiev have ever been ratified .,none of the Polish-Russian treaties concerning Kiev have ever been ratified .,none of the Polish-Russian treaties concerning Kiev have always been ratified .,none of the Polish-Russian treaties concerning kyyiv have ever been ratify .
In 1985 he won the Special Mention Kerala State Film Awards and secured the Filmfare Award for his role as Mammootty .,In 1985 he won the Special Mention Kerala State Film Awards and secured the Filmfare Award for his character as Mammootty .,atomic number  1985 he won the Special Mention Kerala State Film Awards and secured the Filmfare grant for his role as Mammootty .,In 1985 he won the Special note Kerala State Film awarding and secured the Filmfare Award for his office as Mammootty .
"It serves the port of Baltimore and local shipping companies , Helen Delich Bentley , and connects two railway lines I : CSX Transportation and the Norfolk Southern Railway .","It serves the port of Baltimore and local shipping troupe , Helen Delich Bentley , and connects two railway lines I : CSX Transportation and the Norfolk Southern Railway .","It serves the port of Baltimore and local shipping companies , Helen Delich Bentley , and connects deuce railway lines I : CSX Transportation and the Norfolk southern Railway .","information technology serves the port of Baltimore and local shipping companies , Helen Delich Bentley , and connects two railway lines ace : CSX Transportation and the Norfolk Southern railroad track ."
The navy is a modern force with foreign built ships .,The navy is a modern force with foreign built ship .,The navy is a bodoni force with foreign built send .,The us navy is a bodoni font force with extraneous built ships .
"Based on the city of Baltimore , never visited , mentioned only in the show .","Based on the city of Baltimore , neer visited , mentioned only in the show .","free base on the metropolis of Baltimore , never visited , mentioned only in the show .","establish on the metropolis of Baltimore , never visited , remark only in the show ."
Pluto was classified as the planet when the Grand Tour was launched and was proposed at the time `` New Horizons '' .,Pluto was classified as the planet when the Grand Tour was launched and was proposed at the time `` new Horizons '' .,Pluto was classified as the planet when the Grand Tour was found and was proposed at the prison term `` New Horizons '' .,Pluto was classified as the major planet when the rattling enlistment was launched and was proposed at the time `` New Horizons '' .
Powell refused to accept the fact and still believes that there is gold in his obviously worthless mine .,Powell pass up to accept the fact and still believes that there is gold in his obviously worthless mine .,Powell refused to accept the fact and tranquillise believes that there is gold in his obviously vile mine .,colin luther powell pass up to accept the fact and still opinion that there is gold in his obviously worthless mine .
"The championship was held in Austria in 1999 , in Germany in 2003 , in Kawasaki , Japan in 2007 , and in Italy in 2011 .","The championship was held in Austria in 1999 , in Germany in 2003 , in Kawasaki , nippon in 2007 , and in Italy in 2011 .","The backup was held in Austria in 1999 , in deutschland in 2003 , in Kawasaki , Japan in 2007 , and in Italy in 2011 .","The championship was view as in austria in 1999 , in federal republic of germany in 2003 , in Kawasaki , Japan in 2007 , and in Italy in 2011 ."
"The album was produced by Rafael Gayol , and featured contributions by Billy Harvey and the Tosca String Quartet .","The album was produced by Rafael Gayol , and sport contributions by Billy Harvey and the Tosca String Quartet .","The album was get by Rafael Gayol , and boast contributions by Billy Harvey and the Tosca String Quartet .","The album was create by Rafael Gayol , and featured contributions by billy goat Harvey and the Tosca string Quartet ."
The cast for the fourth season of `` California Dreams '' was the same as the cast for the third season .,The dramatis personae for the fourth season of `` California Dreams '' was the same as the dramatis personae for the third season .,The vagabond for the fourth season of `` California daydream '' was the same as the vagabond for the third season .,The barf for the quarter season of `` California Dreams '' was the same as the barf for the third base season .
